;Abgeordnete;Partei;Vorname;Nachname;E-Mail;Wahlkreis;PLZ
439;Florian Hahn;CDU/CSU (CSU);Florian;Hahn;florian.hahn@bundestag.de;München-Land;['82008', '82024', '82031', '82041', '82049', '82054', '82061', '82064', '82065', '82067', '82069', '82131', '82166', '85521', '85540', '85551', '85579', '85609', '85622', '85630', '85635', '85640', '85649', '85653', '85662', '85716', '85737', '85748', '85764', '85774']
440;Bernhard Loos;CDU/CSU (CSU);Bernhard;Loos;bernhard.loos@bundestag.de;München-Nord;['80333', '80335', '80538', '80539', '80539', '80637', '80638', '80796', '80797', '80797', '80797', '80798', '80799', '80801', '80802', '80803', '80804', '80805', '80807', '80809', '80809', '80933', '80935', '80937', '80939', '80992', '80993', '80995', '80995', '80997']
441;Daniel Föst;FDP;Daniel;Föst;daniel.föst@bundestag.de;München-Nord;['80333', '80335', '80538', '80539', '80539', '80637', '80638', '80796', '80797', '80797', '80797', '80798', '80799', '80801', '80802', '80803', '80804', '80805', '80807', '80809', '80809', '80933', '80935', '80937', '80939', '80992', '80993', '80995', '80995', '80997']
442;Petr Bystron;AfD;Petr;Bystron;petr.bystron@bundestag.de;München-Nord;['80333', '80335', '80538', '80539', '80539', '80637', '80638', '80796', '80797', '80797', '80797', '80798', '80799', '80801', '80802', '80803', '80804', '80805', '80807', '80809', '80809', '80933', '80935', '80937', '80939', '80992', '80993', '80995', '80995', '80997']
443;Wolfgang Stefinger;CDU/CSU (CSU);Wolfgang;Stefinger;wolfgang.stefinger@bundestag.de;München-Ost;['80331', '80333', '80335', '80336', '80469', '80538', '80539', '81539', '81541', '81541', '81543', '81549', '81667', '81669', '81671', '81673', '81675', '81677', '81679', '81735', '81737', '81739', '81825', '81827', '81829', '81925', '81927', '81929']
444;Claudia Tausend;SPD;Claudia;Tausend;claudia.tausend@bundestag.de;München-Ost;['80331', '80333', '80335', '80336', '80469', '80538', '80539', '81539', '81541', '81541', '81543', '81549', '81667', '81669', '81671', '81673', '81675', '81677', '81679', '81735', '81737', '81739', '81825', '81827', '81829', '81925', '81927', '81929']
445;Wolfgang Wiehle;AfD;Wolfgang;Wiehle;wolfgang.wiehle@bundestag.de;München-Süd;['80336', '80337', '80686', '80689', '81369', '81371', '81373', '81375', '81377', '81379', '81475', '81476', '81477', '81479', '81539', '81539', '81541', '81543', '81545', '81547', '81549', '81549']
446;Jamila Schäfer;Grüne;Jamila;Schäfer;jamila.schäfer@bundestag.de;München-Süd;['80336', '80337', '80686', '80689', '81369', '81371', '81373', '81375', '81377', '81379', '81475', '81476', '81477', '81479', '81539', '81539', '81541', '81543', '81545', '81547', '81549', '81549']
447;Sebastian Roloff;SPD;Sebastian;Roloff;sebastian.roloff@bundestag.de;München-Süd;['80336', '80337', '80686', '80689', '81369', '81371', '81373', '81375', '81377', '81379', '81475', '81476', '81477', '81479', '81539', '81539', '81541', '81543', '81545', '81547', '81549', '81549']
448;Stephan Pilsinger;CDU/CSU (CSU);Stephan;Pilsinger;stephan.pilsinger@bundestag.de;München-West/Mitte;['80331', '80335', '80335', '80335', '80336', '80337', '80339', '80469', '80538', '80634', '80636', '80637', '80638', '80639', '80686', '80687', '80689', '80689', '80797', '80809', '80992', '80992', '80995', '80997', '80997', '80999', '81241', '81243', '81245', '81247', '81249']
449;Nicole Gohlke;Linke;Nicole;Gohlke;nicole.gohlke@bundestag.de;München-West/Mitte;['80331', '80335', '80335', '80335', '80336', '80337', '80339', '80469', '80538', '80634', '80636', '80637', '80638', '80639', '80686', '80687', '80689', '80689', '80797', '80809', '80992', '80992', '80995', '80997', '80997', '80999', '81241', '81243', '81245', '81247', '81249']
450;Lukas Köhler;FDP;Lukas;Köhler;lukas.köhler@bundestag.de;München-West/Mitte;['80331', '80335', '80335', '80335', '80336', '80337', '80339', '80469', '80538', '80634', '80636', '80637', '80638', '80639', '80686', '80687', '80689', '80689', '80797', '80809', '80992', '80992', '80995', '80997', '80997', '80999', '81241', '81243', '81245', '81247', '81249']
451;Dieter Janecek;Grüne;Dieter;Janecek;dieter.janecek@bundestag.de;München-West/Mitte;['80331', '80335', '80335', '80335', '80336', '80337', '80339', '80469', '80538', '80634', '80636', '80637', '80638', '80639', '80686', '80687', '80689', '80689', '80797', '80809', '80992', '80992', '80995', '80997', '80997', '80999', '81241', '81243', '81245', '81247', '81249']
452;Svenja Schulze;SPD;Svenja;Schulze;svenja.schulze@bundestag.de;Münster;['48143', '48145', '48147', '48149', '48151', '48153', '48155', '48157', '48159', '48161', '48163', '48165', '48167']
453;Stefan Nacke;CDU/CSU (CDU);Stefan;Nacke;stefan.nacke@bundestag.de;Münster;['48143', '48145', '48147', '48149', '48151', '48153', '48155', '48157', '48159', '48161', '48163', '48165', '48167']
454;Maria Klein-Schmeink;Grüne;Maria;Klein-Schmeink;maria.klein-schmeink@bundestag.de;Münster;['48143', '48145', '48147', '48149', '48151', '48153', '48155', '48157', '48159', '48161', '48163', '48165', '48167']
455;Marc Jongen;AfD;Marc;Jongen;marc.jongen@bundestag.de;Neckar-Zaber;['71563', '71672', '71691', '71711', '71717', '71720', '71723', '71726', '71729', '71732', '74199', '74211', '74223', '74226', '74232', '74321', '74336', '74343', '74348', '74354', '74357', '74360', '74363', '74366', '74369', '74374', '74376', '74379', '74382', '74385', '74388', '74389', '74391', '74392', '74394', '74395', '74397', '74399']
456;Fabian Gramling;CDU/CSU (CDU);Fabian;Gramling;fabian.gramling@bundestag.de;Neckar-Zaber;['71563', '71672', '71691', '71711', '71717', '71720', '71723', '71726', '71729', '71732', '74199', '74211', '74223', '74226', '74232', '74321', '74336', '74343', '74348', '74354', '74357', '74360', '74363', '74366', '74369', '74374', '74376', '74379', '74382', '74385', '74388', '74389', '74391', '74392', '74394', '74395', '74397', '74399']
457;Ekin Deligöz;Grüne;Ekin;Deligöz;ekin.deligöz@bundestag.de;Neu-Ulm;['86381', '86470', '86473', '86476', '86479', '86480', '86483', '86488', '86489', '86491', '86498', '86505', '86513', '86519', '87727', '87737', '87739', '87743', '87746', '87748', '87751', '87754', '87755', '87761', '87767', '87769', '87770', '87772', '87773', '87775', '87784', '87785', '89231', '89233', '89250', '89257', '89264', '89269', '89275', '89278', '89281', '89284', '89287', '89290', '89291', '89293', '89294', '89296', '89297', '89299', '89312', '89331', '89335', '89340', '89343', '89346', '89347', '89349', '89350', '89352', '89355', '89356', '89358', '89359', '89361', '89362', '89364', '89365', '89367', '89368']
458;Alexander Engelhard;CDU/CSU (CSU);Alexander;Engelhard;alexander.engelhard@bundestag.de;Neu-Ulm;['86381', '86470', '86473', '86476', '86479', '86480', '86483', '86488', '86489', '86491', '86498', '86505', '86513', '86519', '87727', '87737', '87739', '87743', '87746', '87748', '87751', '87754', '87755', '87761', '87767', '87769', '87770', '87772', '87773', '87775', '87784', '87785', '89231', '89233', '89250', '89257', '89264', '89269', '89275', '89278', '89281', '89284', '89287', '89290', '89291', '89293', '89294', '89296', '89297', '89299', '89312', '89331', '89335', '89340', '89343', '89346', '89347', '89349', '89350', '89352', '89355', '89356', '89358', '89359', '89361', '89362', '89364', '89365', '89367', '89368']
459;Hermann Gröhe;CDU/CSU (CDU);Hermann;Gröhe;hermann.gröhe@bundestag.de;Neuss I;['41460', '41462', '41464', '41466', '41468', '41469', '41470', '41472', '41515', '41516', '41517', '41539', '41540', '41541', '41542', '41569']
460;Bijan Djir-Sarai;FDP;Bijan;Djir-Sarai;bijan.djir-sarai@bundestag.de;Neuss I;['41460', '41462', '41464', '41466', '41468', '41469', '41470', '41472', '41515', '41516', '41517', '41539', '41540', '41541', '41542', '41569']
461;Daniel Rinkert;SPD;Daniel;Rinkert;daniel.rinkert@bundestag.de;Neuss I;['41460', '41462', '41464', '41466', '41468', '41469', '41470', '41472', '41515', '41516', '41517', '41539', '41540', '41541', '41542', '41569']
462;Isabel Mackensen-Geis;SPD;Isabel;Mackensen-Geis;isabel.mackensen-geis@bundestag.de;Neustadt – Speyer;['67098', '67105', '67146', '67147', '67149', '67150', '67152', '67157', '67158', '67159', '67161', '67165', '67166', '67167', '67169', '67229', '67246', '67251', '67256', '67269', '67271', '67273', '67278', '67280', '67281', '67283', '67310', '67311', '67316', '67317', '67319', '67346', '67354', '67373', '67374', '67376', '67433', '67434', '67435', '67454', '67466', '67468', '67468', '67471', '67472', '67473', '67475']
463;Johannes Steiniger;CDU/CSU (CDU);Johannes;Steiniger;johannes.steiniger@bundestag.de;Neustadt – Speyer;['67098', '67105', '67146', '67147', '67149', '67150', '67152', '67157', '67158', '67159', '67161', '67165', '67166', '67167', '67169', '67229', '67246', '67251', '67256', '67269', '67271', '67273', '67278', '67280', '67281', '67283', '67310', '67311', '67316', '67317', '67319', '67346', '67354', '67373', '67374', '67376', '67433', '67434', '67435', '67454', '67466', '67468', '67468', '67471', '67472', '67473', '67475']
464;Erwin Rüddel;CDU/CSU (CDU);Erwin;Rüddel;erwin.rüddel@bundestag.de;Neuwied;['51598', '53545', '53547', '53557', '53560', '53562', '53567', '53572', '53577', '53578', '53579', '53619', '56269', '56271', '56271', '56276', '56305', '56307', '56316', '56317', '56472', '56564', '56566', '56567', '56579', '56581', '56584', '56587', '56588', '56589', '56593', '56594', '56598', '56599', '57518', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57537', '57539', '57548', '57555', '57562', '57567', '57572', '57577', '57578', '57580', '57581', '57583', '57584', '57586', '57587', '57589', '57610', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57629', '57632', '57635', '57636', '57638', '57639', '57641']
465;Andreas Bleck;AfD;Andreas;Bleck;andreas.bleck@bundestag.de;Neuwied;['51598', '53545', '53547', '53557', '53560', '53562', '53567', '53572', '53577', '53578', '53579', '53619', '56269', '56271', '56271', '56276', '56305', '56307', '56316', '56317', '56472', '56564', '56566', '56567', '56579', '56581', '56584', '56587', '56588', '56589', '56593', '56594', '56598', '56599', '57518', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57537', '57539', '57548', '57555', '57562', '57567', '57572', '57577', '57578', '57580', '57581', '57583', '57584', '57586', '57587', '57589', '57610', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57629', '57632', '57635', '57636', '57638', '57639', '57641']
466;Martin Diedenhofen;SPD;Martin;Diedenhofen;martin.diedenhofen@bundestag.de;Neuwied;['51598', '53545', '53547', '53557', '53560', '53562', '53567', '53572', '53577', '53578', '53579', '53619', '56269', '56271', '56271', '56276', '56305', '56307', '56316', '56317', '56472', '56564', '56566', '56567', '56579', '56581', '56584', '56587', '56588', '56589', '56593', '56594', '56598', '56599', '57518', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57537', '57539', '57548', '57555', '57562', '57567', '57572', '57577', '57578', '57580', '57581', '57583', '57584', '57586', '57587', '57589', '57610', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57629', '57632', '57635', '57636', '57638', '57639', '57641']
467;Sandra Weeser;FDP;Sandra;Weeser;sandra.weeser@bundestag.de;Neuwied;['51598', '53545', '53547', '53557', '53560', '53562', '53567', '53572', '53577', '53578', '53579', '53619', '56269', '56271', '56271', '56276', '56305', '56307', '56316', '56317', '56472', '56564', '56566', '56567', '56579', '56581', '56584', '56587', '56588', '56589', '56593', '56594', '56598', '56599', '57518', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57520', '57537', '57539', '57548', '57555', '57562', '57567', '57572', '57577', '57578', '57580', '57581', '57583', '57584', '57586', '57587', '57589', '57610', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57612', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57614', '57629', '57632', '57635', '57636', '57638', '57639', '57641']
468;Katja Keul;Grüne;Katja;Keul;katja.keul@bundestag.de;Nienburg II – Schaumburg;['31542', '31547', '31552', '31553', '31555', '31556', '31558', '31559', '31582', '31592', '31595', '31608', '31609', '31613', '31618', '31619', '31621', '31622', '31623', '31626', '31627', '31628', '31629', '31632', '31633', '31634', '31636', '31637', '31638', '31655', '31675', '31683', '31688', '31691', '31693', '31698', '31699', '31700', '31702', '31707', '31708', '31710', '31711', '31712', '31714', '31715', '31717', '31718', '31719', '31737', '31749', '31867']
469;Marja-Liisa Völlers;SPD;Marja-Liisa;Völlers;marja-liisa.völlers@bundestag.de;Nienburg II – Schaumburg;['31542', '31547', '31552', '31553', '31555', '31556', '31558', '31559', '31582', '31592', '31595', '31608', '31609', '31613', '31618', '31619', '31621', '31622', '31623', '31626', '31627', '31628', '31629', '31632', '31633', '31634', '31636', '31637', '31638', '31655', '31675', '31683', '31688', '31691', '31693', '31698', '31699', '31700', '31702', '31707', '31708', '31710', '31711', '31712', '31714', '31715', '31717', '31718', '31719', '31737', '31749', '31867']
470;Astrid Damerow;CDU/CSU (CDU);Astrid;Damerow;astrid.damerow@bundestag.de;Nordfriesland – Dithmarschen Nord;['25746', '25761', '25764', '25770', '25774', '25776', '25779', '25782', '25782', '25782', '25782', '25782', '25782', '25782', '25785', '25786', '25788', '25791', '25792', '25794', '25795', '25797', '25799', '25813', '25821', '25826', '25832', '25836', '25840', '25842', '25845', '25849', '25850', '25852', '25853', '25855', '25856', '25858', '25859', '25860', '25862', '25863', '25864', '25866', '25869', '25870', '25872', '25873', '25876', '25878', '25881', '25882', '25884', '25885', '25887', '25889', '25899', '25917', '25920', '25923', '25924', '25926', '25927', '25938', '25946', '25980', '25992', '25996', '25997', '25999']
471;Gyde Jensen-Bornhöft;FDP;Gyde;Jensen-Bornhöft;gyde.jensen-bornhöft@bundestag.de;Nordfriesland – Dithmarschen Nord;['25746', '25761', '25764', '25770', '25774', '25776', '25779', '25782', '25782', '25782', '25782', '25782', '25782', '25782', '25785', '25786', '25788', '25791', '25792', '25794', '25795', '25797', '25799', '25813', '25821', '25826', '25832', '25836', '25840', '25842', '25845', '25849', '25850', '25852', '25853', '25855', '25856', '25858', '25859', '25860', '25862', '25863', '25864', '25866', '25869', '25870', '25872', '25873', '25876', '25878', '25881', '25882', '25884', '25885', '25887', '25889', '25899', '25917', '25920', '25923', '25924', '25926', '25927', '25938', '25946', '25980', '25992', '25996', '25997', '25999']
472;Denise Loop;Grüne;Denise;Loop;denise.loop@bundestag.de;Nordfriesland – Dithmarschen Nord;['25746', '25761', '25764', '25770', '25774', '25776', '25779', '25782', '25782', '25782', '25782', '25782', '25782', '25782', '25785', '25786', '25788', '25791', '25792', '25794', '25795', '25797', '25799', '25813', '25821', '25826', '25832', '25836', '25840', '25842', '25845', '25849', '25850', '25852', '25853', '25855', '25856', '25858', '25859', '25860', '25862', '25863', '25864', '25866', '25869', '25870', '25872', '25873', '25876', '25878', '25881', '25882', '25884', '25885', '25887', '25889', '25899', '25917', '25920', '25923', '25924', '25926', '25927', '25938', '25946', '25980', '25992', '25996', '25997', '25999']
473;Christiane Schenderlein;CDU/CSU (CDU);Christiane;Schenderlein;christiane.schenderlein@bundestag.de;Nordsachsen;['01594', '01619', '04425', '04435', '04509', '04519', '04758', '04769', '04774', '04779', '04838', '04849', '04860', '04862', '04874', '04880', '04886', '04889']
